"Sutra krama","Akaaraadi krama","Kaumudi krama","Sutra","PadacCheda",
"32022","1014","2936","कर्मणि भृतौ","कर्मणि+भृतौ",
"32023","2071","2937","न शब्दश्लोककलहगाथावैरचाटुसूत्रमन्त्रपदेषु","न+शब्द-श्लोक-कलह-गाथा-वैर-चाटु-सूत्र-मन्त्र-पदेषु",
"32027","1453","3408","छन्दसि वनसनरक्षिमथाम्","छन्दसि+वनसनरक्षिमथाम्",
"32028","906","2941","एजेः खश्","एजेः+खश्",
"32031","737","2946","उदि कूले रुजिवहोः","उदि+कूले+रुजिवहोः",
"32032","3098","2947","वहाभ्रे लिहः","वहाभ्रे+लिहः",
"32033","2317","2948","परिमाणे पचः","परिमाणे+पचः",
"32034","2777","2949","मितनखे च","मितनखे+च",
"32035","3170","2950","विध्वरुषोः तुदः","विध्वरुषोः+तुदः",
"32038","2550","2953","प्रियवशे वदः खच्","प्रियवशे+वदः+खच्",
"32042","3674","2959","सर्वकूलाभ्रकरीषेषु कषः","सर्वकूलाभ्रकरीषेषु+कषः",
"32043","2798","2960","मेघर्तिभयेषु कृञः","मेघर्तिभयेषु+कृञः",
"32045","579","2962","आशिते भुवः करणभावयोः","आशिते+भुवः+करणभावयोः",
"32048","250","2965","अन्तात्यन्ताध्वदूरपारसर्वानन्तेषु डः","अन्तात्यन्ताध्वदूरपारसर्वानन्तेषु+डः",
"32049","583","2966","आशिषि हनः","आशिषि+हनः",
"32050","296","2967","अपे क्लेशतमसोः","अपे+क्लेशतमसोः",
"32053","325","2970","अमनुष्यकर्तृके च","अमनुष्यकर्तृके+च",
"32054","3349","2971","शक्तौ हस्तिकपाटयोः","शक्तौ+हस्तिकपाटयोः",
"32055","2348","2972","पाणिघताडघौ शिल्पिनि","पाणिघताडघौ+शिल्पिनि",
"32057","994","2974","कर्तरि भुवः खिष्णुच्खुकञौ","कर्तरि+भुवः+खिष्णुच्खुकञौ",
"32061","3582","2975","सत्सूद्विषद्रुहदुहयुजविदभिदच्छिदजिनीराजामुपसर्गेऽपि क्विप्‌","सत्सूद्विषद्रुहदुहयुजविदभिदच्छिद-जिनीराजाम्+उपसर्गे+अपि+क्विप्",
"32063","1456","3409","छन्दसि सहः","छन्दसि+सहः",
"32065","1039","3411","कव्यपुरीषपुरीष्येषु ञ्युट्","कव्यपुरीषपुरीष्येषु+ञ्युट्",
"32069","1206","2978","क्रव्ये च","क्रव्ये+च",
"32072","394","3415","अवे यजः","अवे+यजः",
"32076","1223","2983","क्विप् च","क्विप्+च",
"32077","3827","2987","स्थः क च","स्थः+क+च",
"32080","3336","2990","व्रते","व्रते",
"32082","2733","2992","मनः","मनः",
"32084","2691","2995","भूते","भूते",
"32085","985","2996","करणे यजः","करणे+यजः",
"32086","1015","2997","कर्मणि हनः","कर्मणि+हनः",
"32089","3744","2999","सुकर्मपापमन्त्रपुण्येषु कृञः","सुकर्मपापमन्त्रपुण्येषु+कृञः",
"32090","3797","3000","सोमे सुञः","सोमे+सुञः",
"32091","27","3001","अग्नौ चेः","अग्नौ+चेः",
"32095","2916","3005","राजनि युधिकृञः","राजनि+युधिकृञः",
"32096","3705","3006","सहे च","सहे+च",
"32099","792","3009","उपसर्गे च संज्ञायाम्","उपसर्गे+च+संज्ञायाम्",
"32100","233","3010","अनौ कर्मणि","अनौ+कर्मणि",
"32102","2206","3013","निष्ठा","निष्ठा",
"32105","1451","3093","छन्दसि लिट्","छन्दसि+लिट्",
"32110","3007","2218","लुङ्","लुङ्",
"32111","173","2205","अनद्यतने लङ्","अनद्यतने+लङ्",
"32112","307","2773","अभिज्ञावचने लृट्","अभिज्ञावचने+लृट्",
"32113","2055","2774","न यदि","न+यदि",
"32114","3232","2775","विभाषा साकाङ्क्षे","विभाषा+साकाङ्क्षे",
"32115","2329","2171","परोक्षे लिट्","परोक्षे+लिट्",
"32118","2970","2778","लट् स्मे","लट्+स्मे",
"32119","282","2779","अपरोक्षे च","अपरोक्षे+च",
"32120","2109","2780","ननौ पृष्टप्रतिवचने","ननौ+पृष्टप्रतिवचने",
"32125","3667","3102","सम्बोधने च","सम्बोधने+च",
"32126","2964","3103","लक्षणहेत्वोः क्रियायाः","लक्षणहेत्वोः+क्रियायाः",
"32128","2408","3108","पूङ्यजोः शानन्","पूङ्यजोः+शानन्",
"32129","1710","3109","ताच्छील्यवयोवचनशक्तिषु चानश्","ताच्छील्यवयोवचनशक्तिषु+चानश्",
"32130","607","3110","इङ्धार्योः शत्रकृच्छ्रिणि","इङ्-धार्य्योः+शतृ+अकृच्छ्रिणि",
"32133","364","3113","अर्हः पूजायाम्","अर्हः+पूजायाम्",
"32135","1776","3115","तृन्","तृन्",
"32136","366","3116","अलंकृञ्निराकृञ्प्रजनोत्पचोत्पतोन्मदरुच्यपत्रपवृतुवृधुसहचर इष्णुच्","अलंकृञ्निराकृञ्प्रजनोत्पचोत्पतोन्मदरुच्यपत्रपवृतुवृधुसहचर+इष्णुच्",
"32140","1803","3120","त्रसिगृधिधृषिक्षिपेः क्नुः","त्रसिगृधिधृषिक्षिपेः+क्नुः",
"32142","3556","3122","संपृचानुरुधाङ्यमाङ्यसपरिसृसंसृजपरिदेविसंज्वरपरिक्षिपपरिरटपरिवदपरिदहपरिमुहदुषद्विषद्रुहदुहयुजाक्रीडविविचत्यजरजभजातिचरापचरामुषाभ्याहनश्च","संपृचानुरुधाङ्यमाङ्यसपरिसृसंसृज-परिदेविसंज्वरपरिक्षिपपरिरटपरिवदपरिदहपरिमुह-दुषद्विषद्रुहदुहयुजाक्रीडविविचत्यजरज-भजातिचरापचरामुषाभ्याहनः+च",
"32143","3318","3123","वौ कषलसकत्थस्रम्भः","वौ+कषलसकत्थस्रम्भः",
"32144","297","3124","अपे च लषः","अपे+च+लषः",
"32145","2556","3125","प्रे लपसृद्रुमथवदवसः","प्रे+लपसृद्रुमथवदवसः",
"32150","1522","3130","जुचङ्क्रम्यदन्द्रम्यसृगृधिज्वलशुचलषपतपदः","जुचङ्क्रम्यदन्द्रम्यसृगृधिज्वलशुचलषपतपदः",
"32152","2054","3132","न यः","न+यः",
"32154","2975","3134","लषपतपदस्थाभूवृषहनकमगमशॄभ्य उकञ्","लषपतपदस्थाभूवृषहनकमगमशॄभ्य+उकञ्",
"32159","1846","3139","दाधेट्सिशदसदो रुः","दाधेट्-सिशदसदः+रुः",
"32160","3780","3140","सृघस्यदः क्मरच्","सृघस्यदः+क्मरच्",
"32162","3163","3142","विदिभिदिच्छिदेः कुरच्","विदिभिदिच्छिदेः+कुरच्",
"32171","527","3151","आदृगमहनजनः किकिनौ लिट् च","आदृगमहनजनः+किकिनौ+लिट्+च",
"32174","2672","3154","भियः क्रुक्लुकनौ","भियः+क्रुक्लुकनौ",
"32179","2684","3159","भुवः संज्ञाऽन्तरयोः","भुवः+संज्ञाऽन्तरयोः",
"32181","1986","3161","धः कर्मणि ष्ट्रन्","धः+कर्मणि+ष्ट्रन्",
"32182","1850","3162","दाम्नीशसयुयुजस्तुतुदसिसिचमिहपतदशनहः करणे","दाम्नीशसयुयुजस्तुतुदसिसिचमिहपतदशनहः+करणे",
"32183","3919","3164","हलसूकरयोः पुवः","हलसूकरयोः+पुवः",
"32185","2399","3166","पुवः संज्ञायाम्","पुवः+संज्ञायाम्",
"32187","1553","3088","ञीतः क्तः","ञीतः+क्तः",
"33003","2651","3171","भविष्यति गम्यादयः","भविष्यति+गम्यादयः",
"33005","3185","2784","विभाषा कदाकर्ह्योः","विभाषा+कदाकर्ह्योः",
"33006","1082","2785","किंवृत्ते लिप्सायाम्","किंवृत्ते+लिप्सायाम्",
"33007","3000","2786","लिप्स्यमानसिद्धौ च","लिप्स्यमानसिद्धौ+च",
"33008","3026","2787","लोडर्थलक्षणे च","लोडर्थलक्षणे+च",
"33012","91","3181","अण् कर्मणि च","अण्+कर्मणि+च",
"33013","3020","2193","लृट् शेषे च","लृट्+शेषे+च",
"33015","174","2185","अनद्यतने लुट्","अनद्यतने+लुट्",
"33017","3779","3183","सृ स्थिरे","सृ+स्थिरे",
"33018","2663","3184","भावे","भावे",
"33019","8","3186","अकर्तरि च कारके संज्ञायाम्","अकर्तरि+च+कारके+संज्ञायाम्",
"33022","793","3192","उपसर्गे रुवः","उपसर्गे+रुवः",
"33023","3648","3194","समि युद्रुदुवः","समि+युद्रुदुवः",
"33025","3319","3196","वौ क्षुश्रुवः","वौ+क्षुश्रुवः",
"33027","2555","3198","प्रे द्रुस्तुस्रुवः","प्रे+द्रुस्तुस्रुवः",
"33028","2196","3199","निरभ्योः पूल्वोः","निरभ्योः+पूल्वोः",
"33030","1160","3201","कॄ धान्ये","कॄ+धान्ये",
"33031","2821","3202","यज्ञे समि स्तुवः","यज्ञे+समि+स्तुवः",
"33034","1468","3205","छन्दोनाम्नि च","छन्दोनाम्नि+च",
"33035","738","3207","उदि ग्रहः","उदि+ग्रहः",
"33036","3647","3208","समि मुष्टौ","समि+मुष्टौ",
"33039","3332","3211","व्युपयोः शेतेः पर्याये","व्युपयोः+शेतेः+पर्याये",
"33043","1028","3215","कर्मव्यतिहारे णच् स्त्रियाम्","कर्मव्यतिहारे+णच्+स्त्रियाम्",
"33046","2557","3221","प्रे लिप्सायाम्","प्रे+लिप्सायाम्",
"33047","2333","3222","परौ यज्ञे","परौ+यज्ञे",
"33048","2247","3223","नौ वृ धान्ये","नौ+वृ+धान्ये",
"33049","739","3224","उदि श्रयतियौतिपूद्रुवः","उदि+श्रयतियौतिपूद्रुवः",
"33052","2558","3227","प्रे वणिजाम्","प्रे+वणिजाम्",
"33053","2912","3228","रश्मौ च","रश्मौ+च",
"33060","2246","3237","नौ ण च","नौ+ण+च",
"33063","2837","3240","यमः समुपनिविषु","यमः+समुपनिविषु",
"33064","2245","3241","नौ गदनदपठस्वनः","नौ+गदनदपठस्वनः",
"33068","2493","3245","प्रमदसम्मदौ हर्षे","प्रमदसम्मदौ+हर्षे",
"33070","19","3247","अक्षेषु ग्लहः","अक्षेषु+ग्लहः",
"33071","2454","3248","प्रजने सर्तेः","प्रजने+सर्तेः",
"33073","476","3250","आङि युद्धे","आङि+युद्धे",
"33077","2791","3254","मूर्तौ घनः","मूर्तौ+घनः",
"33083","3805","3260","स्तम्बे क च","स्तम्बे+क+च",
"33084","2331","3261","परौ घः","परौ+घः",
"33088","1571","3266","ड्वितः क्त्रिः","ड्वितः+क्त्रिः",
"33092","791","3270","उपसर्गे घोः किः","उपसर्गे+घोः+किः",
"33100","1136","3277","कृञः श च","कृञः+श+च",
"33101","610","3278","इच्छा","इच्छा",
"33109","3547","3286","संज्ञायाम्","संज्ञायाम्",
"33111","2337","3288","पर्यायार्हर्णोत्पत्तिषु ण्वुच्","पर्यायार्हर्णोत्पत्तिषु+ण्वुच्",
"33114","2118","3090","नपुंसके भावे क्तः","नपुंसके+भावे+क्तः",
"33115","3039","3290","ल्युट् च","ल्युट्+च",
"33126","694","3305","ईषद्दुःसुषु कृच्छ्राकृच्छ्रार्थेषु खल्","ईषद्दुःसुषु+कृच्छ्राकृच्छ्रार्थेषु+खल्",
"33129","1441","3421","छन्दसि गत्यर्थेभ्यः","छन्दसि+गत्यर्थेभ्यः",
"33133","1228","2791","क्षिप्रवचने लृट्","क्षिप्रवचने+लृट्",
"33134","576","2792","आशंसावचने लिङ्","आशंसावचने+लिङ्",
"33138","2300","2796","परस्मिन् विभाषा","परस्मिन्+विभाषा",
"33139","2986","2229","लिङ्‌निमित्ते लृङ् क्रियाऽतिपत्तौ","लिङ्‌निमित्ते+लृङ्+क्रियाऽतिपत्तौ",
"33140","2692","2797","भूते च","भूते+च",
"33143","3184","2800","विभाषा कथमि लिङ् च","विभाषा+कथमि+लिङ्+च",
"33144","1081","2801","किंवृत्ते लिङ्लृटौ","किंवृत्ते+लिङ्लृटौ",
"33146","1079","2803","किंकिलास्त्यर्थेषु लृट्","किंकिलास्त्यर्थेषु+लृट्",
"33148","2811","2805","यच्चयत्रयोः","यच्चयत्रयोः",
"33150","1420","2807","चित्रीकरणे च","चित्रीकरणे+च",
"33157","612","2814","इच्छार्थेषु लिङ्लोटौ","इच्छार्थेषु+लिङ्लोटौ",
"33158","3633","3176","समानकर्तृकेषु तुमुन्","समानकर्तृकेषु+तुमुन्",
"33159","2982","2815","लिङ् च","लिङ्+च",
"33162","3024","2194","लोट् च","लोट्+च",
"33165","3854","2819","स्मे लोट्","स्मे+लोट्",
"33166","154","2820","अधीष्टे च","अधीष्टे+च",
"33167","1061","3179","कालसमयवेलासु तुमुन्","कालसमयवेलासु+तुमुन्",
"33168","2985","2821","लिङ् यदि","लिङ्+यदि",
"33172","3346","2823","शकि लिङ् च","शकि+लिङ्+च",
"33173","582","2195","आशिषि लिङ्लोटौ","आशिषि+लिङ्लोटौ",
"33174","1180","3313","क्तिच्क्तौ च संज्ञायाम्","क्तिच्क्तौ+च+संज्ञायाम्",
"33175","2761","2219","माङि लुङ्","माङि+लुङ्",
"33176","3855","2220","स्मोत्तरे लङ् च","स्मोत्तरे+लङ्+च",
"34001","1995","2824","धातुसम्बन्धे प्रत्ययाः","धातुसम्बन्धे+प्रत्ययाः",
"34005","3649","2828","समुच्चये सामान्यवचनस्य","समुच्चये+सामान्यवचनस्य",
"34006","1452","3423","छन्दसि लुङ्लङ्लिटः","छन्दसि+लुङ्-लङ्-लिटः",
"34007","2979","3424","लिङर्थे लेट्","लिङर्थे+लेट्",
"34010","2498","3437","प्रयै रोहिष्यै अव्यथिष्यै","प्रयै+रोहिष्यै+अव्यथिष्यै",
"34011","1903","3438","दृशे विख्ये च","दृशे+विख्ये+च",
"34012","3345","3439","शकि णमुल्कमुलौ","शकि+णमुल्कमुलौ",
"34013","689","3440","ईश्वरे तोसुन्कसुनौ","ईश्वरे+तोसुन्कसुनौ",
"34014","1148","3441","कृत्यार्थे तवैकेन्केन्यत्वनः","कृत्यार्थे+तवैकेन्केन्यत्वनः",
"34015","378","3442","अवचक्षे च","अवचक्षे+च",
"34017","3782","3444","सृपितृदोः कसुन्","सृपितृदोः+कसुन्",
"34020","2306","3319","परावरयोगे च","परावरयोगे+च",
"34022","548","3343","आभीक्ष्ण्ये णमुल् च","आभीक्ष्ण्ये+णमुल्+च",
"34026","3890","3347","स्वादुमि णमुल्","स्वादुमि+णमुल्",
"34029","1012","3350","कर्मणि दृशिविदोः साकल्ये","कर्मणि+दृशिविदोः+साकल्ये",
"34030","2857","3351","यावति विन्दजीवोः","यावति+विन्दजीवोः",
"34031","1401","3352","चर्मोदरयोः पूरेः","चर्मोदरयोः+पूरेः",
"34033","1429","3354","चेले क्नोपेः","चेले+क्नोपेः",
"34034","2194","3355","निमूलसमूलयोः कषः","निमूलसमूलयोः+कषः",
"34035","3413","3356","शुष्कचूर्णरूक्षेषु पिषः","शुष्कचूर्णरूक्षेषु+पिषः",
"34036","3654","3357","समूलाकृतजीवेषु हन्कृञ्ग्रहः","समूलाकृतजीवेषु+हन्कृञ्ग्रहः",
"34037","986","3358","करणे हनः","करणे+हनः",
"34038","3843","3359","स्नेहने पिषः","स्नेहने+पिषः",
"34039","3934","3360","हस्ते वर्त्तिग्रहोः","हस्ते+वर्त्तिग्रहोः",
"34040","3894","3361","स्वे पुषः","स्वे+पुषः",
"34041","146","3362","अधिकरणे बन्धः","अधिकरणे+बन्धः",
"34042","3548","3363","संज्ञायाम्","संज्ञायाम्",
"34044","843","3365","ऊर्ध्वे शुषिपूरोः","ऊर्ध्वे+शुषिपूरोः",
"34045","770","3366","उपमाने कर्मणि च","उपमाने+कर्मणि+च",
"34050","3639","3371","समासत्तौ","समासत्तौ",
"34051","2494","3372","प्रमाणे च","प्रमाणे+च",
"34052","291","3373","अपादाने परीप्सायाम्","अपादाने+परीप्सायाम्",
"34055","2309","3377","परिक्लिश्यमाने च","परिक्लिश्यमाने+च",
"34057","444","3379","अस्यतितृषोः क्रियाऽन्तरे कालेषु","अस्यतितृषोः+क्रियाऽन्तरे+कालेषु",
"34061","3885","3383","स्वाङ्गे तस्प्रत्यये कृभ्वोः","स्वाङ्गे+तस्प्रत्यये+कृभ्वोः",
"34062","2149","3384","नाधाऽर्थप्रत्यये च्व्यर्थे","नाधाऽर्थप्रत्यये+च्व्यर्थे",
"34063","1763","3385","तूष्णीमि भुवः","तूष्णीमि+भुवः",
"34073","1852","3172","दाशगोघ्नौ सम्प्रदाने","दाशगोघ्नौ+सम्प्रदाने",
"34077","2976","2153","लस्य","लस्य",
"34078","1732","2154","तिप्तस्झिसिप्थस्थमिब्वस्मस् तातांझथासाथांध्वमिड्वहिमहिङ्","तिप्तस्झिसिप्थस्थमिब्वस्मस्तातांझथासाथांध्वमिड्वहिमहिङ्",
"34088","3104","3552","वा छन्दसि","वा+छन्दसि",
"34105","1549","2256","झस्य रन्","झस्य+रन्",
"34107","3752","2210","सुट् तिथोः","सुट्+तिथोः",
"34109","3733","2226","सिजभ्यस्तविदिभ्यः च","सिजभ्यस्तविदिभ्यः+च",
"34110","498","2227","आतः","आतः",
"34113","1728","2166","तिङ्शित्सार्वधातुकम्","तिङ्शित्+सार्वधातुकम्",
"34115","2994","2172","लिट् च","लिट्+च",
"41001","1379","182","ङ्याप्प्रातिपदिकात्‌","ङ्याप्प्रातिपदिकात्",
"41002","3895","183","स्वौजसमौट्छष्टाभ्याम्भिस्ङेभ्याम्भ्यस्ङसिभ्याम्भ्यस्ङसोसाम्ङ्योस्सुप्‌","स्वौजसमौट्‍छस्टाभ्याम्भिस्ङेभ्याम्भ्यस्ङसिभ्याम्भ्यस्ङसोसाम्ङ्योस्सुप्",
"41003","3822","453","स्त्रियाम्","स्त्रियाम्",
"41011","2734","459","मनः","मनः",
"41014","214","469","अनुपसर्जनात्‌","अनुपसर्जनात्",
"41015","1558","470","टिड्ढाणञ्द्वयसज्दघ्नञ्मात्रच्तयप्ठक्ठञ्कञ्क्वरपः","टिड्‍ढाणञ्द्वयसज्दघ्नञ्मात्रच्तयप्ठक्ठञ्कञ्क्वरपः",
"41018","3676","476","सर्वत्र लोहितादिकतान्तेभ्यः","सर्वत्र+लोहितादिकतान्तेभ्यः",
"41020","3064","478","वयसि प्रथमे","वयसि+प्रथमे",
"41021","1945","479","द्विगोः","द्विगोः",
"41034","3230","491","विभाषा सपूर्वस्य","विभाषा+सपूर्वस्य",
"41056","2018","512","न क्रोडादिबह्वचः","न+क्रोडादिबह्वचः",
"41061","3148","516","वाहः","वाहः",
"41072","3549","526","संज्ञायाम्","संज्ञायाम्",
"41076","1650","530","तद्धिताः","तद्धिताः",
"41079","1318","1199","गोत्रावयवात्‌","गोत्रावयवात्",
"41090","2883","1083","यूनि लुक्","यूनि+लुक्",
"41099","2099","1101","नडादिभ्यः फक्","नडादिभ्यः+फक्",
"41109","3004","1112","लुक् स्त्रियाम्","लुक्+स्त्रियाम्",
"41110","420","1113","अश्वादिभ्यः फञ्","अश्वादिभ्यः+फञ्",
"41116","975","1119","कन्यायाः कनीन च","कन्यायाः+कनीन+च",
"41121","1978","1124","द्व्यचः","द्‍व्यचः",
"41133","1572","1139","ढकि लोपः","ढकि+लोपः",
"41145","3325","1168","व्यन् सपत्ने","व्यन्+सपत्ने",
"41147","1314","1171","गोत्रस्त्रियाः कुत्सने ण च","गोत्रस्त्रियाः+कुत्सने+ण+च",
"41154","1722","1178","तिकादिभ्यः फिञ्","तिकादिभ्यः+फिञ्",
"41163","1519","1090","जीवति तु वंश्ये युवा","जीवति+तु+वंश्ये+युवा",
"41164","2707","1091","भ्रातरि च ज्यायसि","भ्रातरि+च+ज्यायसि",
"41166","3282","","वृद्धस्य च पूजायाम्","वृद्धस्य+च+पूजायाम्",
"41174","1779","1192","ते तद्राजाः","ते+तद्राजाः",
"41178","2044","1197","न प्राच्यभर्गादियौधेयादिभ्यः","न+प्राच्यभर्गादियौधेयादिभ्यः",
"42003","2086","1204","नक्षत्रेण युक्तः कालः","नक्षत्रेण+युक्तः+कालः",
"42008","1035","1209","कलेर्ढक्","कलेर्ढक्",
"42023","3215","1225","विभाषा फाल्गुनीश्रवणाकार्त्तिकीचैत्रीभ्यः","विभाषा+फाल्गुनीश्रवणाकार्त्तिकीचैत्रीभ्यः",
"42028","1437","1230","छ च","छ+च",
"42036","2374","1242","पितृव्यमातुलमातामहपितामहाः","पितृव्यमातुलमातामहपितामहाः",
"42037","1705","1243","तस्य समूहः","तस्य+समूहः",
"42043","1344","1251","ग्रामजनबन्धुसहायेभ्यः तल्","ग्रामजनबन्धुसहायेभ्यः+तल्",
"42050","1252","1259","खलगोरथात्‌","खलगोरथात्",
"42066","1470","1278","छन्दोब्राह्मणानि च तद्विषयाणि","छन्दोब्राह्मणानि+च+तद्विषयाणि",
"42068","1784","1280","तेन निर्वृत्तम्","तेन+निर्वृत्तम्",
"42069","1696","1281","तस्य निवासः","तस्य+निवासः",
"42073","2612","1285","बह्वचः कूपेषु","बह्वचः+कूपेषु",
"42074","726","1286","उदक् च विपाशः","उदक्+च+विपाशः",
"42076","3826","1288","स्त्रीषु सौवीरसाल्वप्राक्षु","स्त्रीषु+सौवीरसाल्वप्राक्षु",
"42078","2959","1290","रोणी","रोणी",
"42084","1563","1303","ठक्छौ च","ठक्छौ+च",
"42089","3394","1308","शिखाया वलच्","शिखाया+वलच्",
"42092","3430","1312","शेषे","शेषे",
"42099","1049","1319","कापिश्याः ष्फक्","कापिश्याः+ष्फक्",
"42103","3076","1323","वर्णौ वुक्","वर्णौ+वुक्",
"42123","2960","1347","रोपधेतोः प्राचाम्","रोपधेतोः+प्राचाम्",
"42126","1176","1350","क्अच्छाग्निवक्त्रगर्त्तोत्तरपदात्‌","कच्छाग्निवक्‍त्रगर्त्तोत्तरपदात्",
"42130","3187","1354","विभाषा कुरुयुगन्धराभ्याम्","विभाषा+कुरुयुगन्धराभ्याम्",
"42131","2723","1355","मद्रवृज्योः कन्","मद्रवृज्योः+कन्",
"42140","2925","1364","राज्ञः क च","राज्ञः+क+च",
"42142","973","1366","कन्थापलदनगरग्रामह्रदोत्तरपदात्‌","कन्थापलदनगरग्रामह्रदोत्तरपदात्",
"43009","4","1379","अ साम्प्रतिके","अ+साम्प्रतिके",
"43012","3451","1382","श्राद्धे शरदः","श्राद्धे+शरदः",
"43013","3219","1383","विभाषा रोगातपयोः","विभाषा+रोगातपयोः",
"43019","1446","3450","छन्दसि ठञ्","छन्दसि+ठञ्",
"43024","3213","1392","विभाषा पूर्वाह्णापराह्णाभ्याम्","विभाषा+पूर्वाह्णापराह्णाभ्याम्",
"43025","1614","1393","तत्र जातः","तत्र+जातः",
"43029","2275","1402","पथः पन्थ च","पथः+पन्थ+च",
"43031","2","1404","अ च","अ+च",
"43033","82","1406","अणञौ च","अणञौ+च",
"43038","1140","1413","कृतलब्धक्रीतकुशलाः","कृतलब्धक्रीतकुशलाः",
"43039","2546","1414","प्रायभवः","प्रायभवः",
"43041","3557","1416","संभूते","संभूते",
"43044","809","1419","उप्ते च","उप्ते+च",
"43051","3331","1426","व्याहरति मृगः","व्याहरति+मृगः",
"43053","1618","1428","तत्र भवः","तत्र+भवः",
"43070","2442","1449","पौरोडाशपुरोडाशात् ष्ठन्","पौरोडाशपुरोडाशात्+ष्ठन्",
"43074","1599","1453","तत आगतः","तत+आगतः",
"43082","2749","1462","मयट् च","मयट्+च",
"43083","2491","1463","प्रभवति","प्रभवति",
"43086","309","1466","अभिनिष्क्रामति द्वारम्","अभिनिष्क्रामति+द्वारम्",
"43087","149","1467","अधिकृत्य कृते ग्रन्थे","अधिकृत्य+कृते+ग्रन्थे",
"43095","2642","1475","भक्तिः","भक्तिः",
"43101","1787","1481","तेन प्रोक्तम्","तेन+प्रोक्तम्",
"43105","2391","1485","पुराणप्रोक्तेषु ब्राह्मणकल्पेषु","पुराणप्रोक्तेषु+ब्राह्मणकल्पेषु",
"43115","756","1495","उपज्ञाते","उपज्ञाते",
"43116","1141","1496","कृते ग्रन्थे","कृते+ग्रन्थे",
"43117","3550","1497","संज्ञायाम्","संज्ञायाम्",
"43130","2029","1510","न दण्डमाणवान्तेवासिषु","न+दण्डमाणवान्तेवासिषु",
"43134","1703","1514","तस्य विकारः","तस्य+विकारः",
"43135","382","1515","अवयवे च प्राण्योषधिवृक्षेभ्यः","अवयवे+च+प्राण्योषधिवृक्षेभ्यः",
"43138","1802","1518","त्रपुजतुनोः षुक्","त्रपुजतुनोः+षुक्",
"43148","3341","1528","व्रीहेः पुरोडाशे","व्रीहेः+पुरोडाशे",
"43153","1500","1531","जातरूपेभ्यः परिमाणे","जातरूपेभ्यः+परिमाणे",
"43162","2772","1540","माने वयः","माने+वयः",
"43163","2571","1541","फले लुक्","फले+लुक्",
"43166","3014","1545","लुप् च","लुप्+च",
"44002","1783","1550","तेन दीव्यति खनति जयति जितम्","तेन+दीव्यति+खनति+जयति+जितम्",
"44003","3567","1551","संस्कृतम्","संस्कृतम्",
"44005","1673","1553","तरति","तरति",
"44008","1398","1556","चरति","चरति",
"44009","461","1557","आकर्षात् ष्ठल्","आकर्षात्+ष्ठल्",
"44010","2334","1558","पर्पादिभ्यः ष्ठन्","पर्पादिभ्यः+ष्ठन्",
"44016","2655","1566","भस्त्राऽऽदिभ्यः ष्ठन्","भस्त्राऽऽदिभ्यः+ष्ठन्",
"44018","92","1568","अण् कुटिलिकायाः","अण्+कुटिलिकायाः",
"44022","3565","1572","संसृष्टे","संसृष्टे",
"44030","2496","1580","प्रयच्छति गर्ह्यम्","प्रयच्छति+गर्ह्यम्",
"44032","704","1582","उञ्छति","उञ्छति",
"44033","2901","1583","रक्षति","रक्षति",
"44035","2254","1585","पक्षिमत्स्यमृगान् हन्ति","पक्षिमत्स्यमृगान्+हन्ति",
"44043","3628","1593","समवायान् समवैति","समवायान्+समवैति",
"44047","1694","1597","तस्य धर्म्यम्","तस्य+धर्म्यम्",
"44048","94","1598","अण् महिष्यादिभ्यः","अण्+महिष्यादिभ्यः",
"44050","375","1600","अवक्रयः","अवक्रयः",
"44053","1097","1603","किशरादिभ्यः ष्ठन्","किशरादिभ्यः+ष्ठन्",
"44055","3397","1605","शिल्पम्‌","शिल्पम्",
"44057","2516","1607","प्रहरणम्","प्रहरणम्",
"44061","3408","1611","शीलम्","शीलम्",
"44069","1617","1620","तत्र नियुक्तः","तत्र+नियुक्तः",
"44072","960","1623","कठिनान्तप्रस्तारसंस्थानेषु व्यवहरति","कठिनान्तप्रस्तारसंस्थानेषु+व्यवहरति",
"44073","2165","1624","निकटे वसति","निकटे+वसति",
"44074","574","1625","आवसथात् ष्ठल्","आवसथात्+ष्ठल्",
"44090","1305","1642","गृहपतिना संयुक्ते ञ्यः","गृहपतिना+संयुक्ते+ञ्यः",
"44095","3948","1647","हृदयस्य प्रियः","हृदयस्य+प्रियः",
"44098","1620","1650","तत्र साधुः","तत्र+साधुः",
"44099","2463","1651","प्रतिजनादिभ्यः खञ्","प्रतिजनादिभ्यः+खञ्",
"44107","3634","1658","समानतीर्थे वासी","समानतीर्थे+वासी",
"44110","2653","3456","भवे छन्दसि","भवे+छन्दसि",
"44117","1355","3463","घच्छौ च","घच्छौ+च",
"44119","2581","3465","बर्हिषि दत्तम्","बर्हिषि+दत्तम्",
"44120","1895","3466","दूतस्य भागकर्मणी","दूतस्य+भागकर्मणी",
"44122","2951","3468","रेवतीजगतीहविष्याभ्यः प्रशस्ये","रेवतीजगतीहविष्याभ्यः+प्रशस्ये",
"44123","432","3469","असुरस्य स्वम्","असुरस्य+स्वम्",
"44128","2721","3474","मत्वर्थे मासतन्वोः","मत्वर्थे+मासतन्वोः",
"44132","1244","3478","ख च","ख+च",
"44134","139","3480","अद्भिः संस्कृतम्","अद्भिः+संस्कृतम्",
"44135","3703","3481","सहस्रेण संमितौ घः","सहस्रेण+संमितौ+घः",
