"Sutra krama","Akaaraadi krama","Kaumudi krama","Sutra","PadacCheda",
"31018","3747","2674","सुखादिभ्यः कर्तृवेदनायाम्","सुखादिभ्यः कर्तृ वेदनायाम्",
"31019","2123","2675","नमोवरिवश्चित्रङः क्यच्","नमोवरिवश्चित्रङः क्यच्",
"31020","2383","2676","पुच्छभाण्डचीवराण्णिङ्","पुच्छभाण्डचीवरात् णिङ्",
"31021","2789","2677","मुण्डमिश्रश्लक्ष्णलवणव्रतवस्त्रहलकलकृततूस्तेभ्यो","मुण्डमिश्रश्लक्ष्णलवणव्रतवस्त्रहलकलकृततूस्तेभ्यः णिच्",
"31022","1999","2629","धातोरेकाचो हलादेः क्रियासमभिहारे यङ्","धातोः एकाचः हलादेः क्रियासमभिहारे यङ्",
"31023","2171","2634","नित्यं कौटिल्ये गतौ","नित्यम् कौटिल्ये गतौ",
"31024","3012","2635","लुपसदचरजपजभदहदशगॄभ्यो भावगर्हायाम्","लुपसदचरजपजभदहदशगॄभ्यः भावगर्हायाम्",
"31025","3581","2563","सत्यापपाशरूपवीणातूलश्लोकसेनालोमत्वचवर्मवर्णचूर्णचुरादिभ्यो णिच्","सत्यापपाशरूपवीणातूलश्लोकसेनालोमत्वचवर्मवर्णचूर्णचुरादिभ्यः णिच्",
"31026","3954","2576","हेतुमति च","हेतुमति च",
"31027","965","2678","कण्ड्वादिभ्यो यक्","कण्ड्वादिभ्यः यक्",
"31028","1298","2303","गुपूधूपविच्छिपणिपनिभ्य आयः","गुपूधूपविच्छिपणिपनिभ्यः आयः",
"31029","857","2422","ऋतेरीयङ्","ऋतेः ईयङ्",
"31030","980","2310","कमेर्णिङ्","कमेः णिङ्",
"31031","559","2305","आयादय आर्धद्धातुके वा","आयादयः आर्धद्धातुके वा",
"31032","3589","2304","सनाद्यन्ता धातवः","सनाद्यन्ताः धातवः",
"31033","3856","2186","स्यतासी लृलुटोः","स्यतासी लृलुटोः",
"31034","3741","3425","सिब्बहुलं लेटि","सिप् बहुलम् लेटि",
"31035","1076","2306","कास्प्रत्ययादाममन्त्रे लिटि","कास्प्रत्ययात् आम् अमन्त्रे लिटि",
"31036","614","2237","इजादेश्च गुरुमतोऽनृच्छः","इजादेः च गुरुमतः अनृच्छः",
"31037","1837","2324","दयायासश्च","दयायासः च",
"31038","824","2341","उषविदजागृभ्योऽन्यतरस्याम्","उषविदजागृभ्यः अन्यतरस्याम्",
"31039","2680","2491","भीह्रीभृहुवां श्लुवच्च","भीह्रीभृहुवाम् श्लुवत् च",
"31040","1139","2239","कृञ् चानुप्रयुज्यते लिटि","कृञ् च अनुप्रयुज्यते लिटि",
"31041","3162","2465","विदाङ्कुर्वन्त्वित्यन्यतरस्याम्","विदाङ्-कुर्वन्तु इति अन्यतरस्याम्",
"31042","324","3403","अभ्युत्सादयांप्रजनयांचिकयांरमयामकः","अभ्युत्सादयाम् प्रजनयाम् चिकयाम् रमयाम् अकः पावयांक्रियात् विदामक्रन् इति छन्दसि",
"31043","1434","2221","च्लि लुङि","च्लि लुङि",
"31044","1435","2222","च्लेः सिच्","च्लेः सिच्",
"31045","3376","2336","शल इगुपधादनिटः क्सः","शलः इगुपधात् अनिटः क्सः",
"31046","3460","2514","श्लिष आलिङ्गने","श्लिषः आलिङ्गने",
"31047","2032","2407","न दृशः","न दृशः",
"31048","1582","2312","णिश्रिद्रुस्रुभ्यः कर्तरि चङ्","णिश्रिद्रुस्रुभ्यः कर्त्तरि चङ्",
"31049","3209","2375","विभाषा धेट्श्व्योः","विभाषा धेट्श्व्योः",
"31050","1299","3404","गुपेश्छन्दसि","गुपेः छन्दसि",
"31051","2242","3405","नोनयतिध्वनयत्येलयत्यर्दयतिभ्यः","न ऊनयतिध्वनयत्येलयत्यर्दयतिभ्यः",
"31052","445","2438","अस्यतिवक्तिख्यातिभ्यः अङ्","अस्यतिवक्तिख्यातिभ्यः अङ्",
"31053","2999","2418","लिपिसिचिह्वश्च","लिपिसिचिह्वः च",
"31054","512","2419","आत्मनेपदेष्वन्यतरस्याम्","आत्मनेपदेषु अन्यतरस्याम्",
"31055","2400","2343","पुषादिद्युताद्यॢदितः परस्मैपदेषु","पुषादिद्युताद्य्-ऌदितः परस्मैपदेषु",
"31056","3672","2382","सर्त्तिशास्त्यर्तिभ्यश्च","सर्त्तिशास्त्यर्तिभ्यः च",
"31057","662","2269","इरितो वा","इरितः वा",
"31058","1526","2291","जृस्तम्भुम्रुचुम्लुचुग्रुचुग्लुचुग्लुञ्चुश्विभ्यश्च","जॄस्तम्भुम्रुचुम्लुचुग्रुचुग्लुचुग्लुञ्चुश्विभ्यः च",
"31059","1157","3406","कृमृदृरुहिभ्यश्छन्दसि","कृमृदृरुहिभ्यः छन्दसि",
"31060","1413","2513","चिण् ते पदः","चिण् ते पदः",
"31061","1877","2328","दीपजनबुधपूरितायिप्यायिभ्योऽन्यतरस्याम्","दीपजनबुधपूरितायिप्यायिभ्यः अन्यतरस्याम्",
"31062","43","2768","अचः कर्मकर्तरि","अचः कर्मकर्त्तरि",
"31063","1894","2769","दुहश्च","दुहः च",
"31064","2060","2770","न रुधः","न रुधः",
"31065","1667","2760","तपोऽनुतापे च","तपः अनुतापे च",
"31066","1414","2758","चिण् भावकर्मणोः","चिण् भावकर्मणोः",
"31067","3724","2756","सार्वधातुके यक्","सार्वधातुके यक्",
"31068","995","2167","कर्तरि शप्‌","कर्त्तरि शप्",
"31069","1868","2505","दिवादिभ्यः श्यन्","दिवादिभ्यः श्यन्",
"31070","3116","2321","वा भ्राशभ्लाशभ्रमुक्रमुक्लमुत्रसित्रुटिलषः","वा भ्राशभ्लाशभ्रमुक्रमुक्लमुत्रसित्रुटिलषः",
"31071","2844","2521","यसोऽनुपसर्गात्‌","यसः अनुपसर्गात्",
"31072","3558","2522","संयसश्च","संयसः च",
"31073","3888","2523","स्वादिभ्यः श्नुः","स्वादिभ्यः श्नुः",
"31074","3454","2386","श्रुवः शृ च","श्रुवः शृ च",
"31075","20","2338","अक्षोऽन्यतरस्याम्","अक्षः अन्यतरस्याम्",
"31076","1660","2339","तनूकरणे तक्षः","तनूकरणे तक्षः",
"31077","1747","2534","तुदादिभ्यः शः","तुदादिभ्यः शः",
"31078","2947","2543","रुधादिभ्यः श्नम्","रुधादिभ्यः श्नम्",
"31079","1657","2466","तनादिकृञ्भ्य उः","तनादिकृञ्भ्यः उः",
"31080","2005","2332","धिन्विकृण्व्योर च","धिन्विकृण्व्योः अ च",
"31081","1217","2554","क्र्यादिभ्यः श्ना","क्र्यादिभ्यः श्ना",
"31082","3807","2555","स्तम्भुस्तुम्भुस्कम्भुस्कुम्भुस्कुञ्भ्यः श्नुश्च","स्तम्भुस्तुम्भुस्कम्भुस्कुम्भुस्कुञ्भ्यः श्नुः च",
"31083","3911","2557","हलः श्नः शानज्झौ","हलः श्नः शानच् हौ",
"31084","1455","3432","छन्दसि शायजपि","छन्दसि शायच् अपि",
"31085","3322","3433","व्यत्ययो बहुलम्","व्यत्ययः बहुलम्",
"31086","2987","3434","लिङ्याशिष्यङ्","लिङि आशिषि अङ्",
"31087","1026","2766","कर्मवत्‌ कर्मणा तुल्यक्रियः","कर्मवत् कर्मणा तुल्यक्रियः",
"31088","1666","2771","तपस्तपःकर्मकस्यैव","तपः तपःकर्मकस्य एव",
"31089","2031","2767","न दुहस्नुनमां यक्चिणौ","न दुहस्नुनमाम् यक्चिणौ",
"31090","1126","2772","कुषिरजोः प्राचां श्यन् परस्मैपदं च","कुषिरजोः प्राचाम् श्यन् परस्मैपदम् च",
"31091","1996","2829","धातोः","धातोः",
"31092","1622","781","तत्रोपपदं सप्तमीस्थम्‌","तत्र उपपदम् सप्तमीस्थम्",
"31093","1154","374","कृदतिङ्","कृत् अतिङ्",
"31094","3133","2830","वाऽसरूपोऽस्त्रियाम्","वा असरूपः अस्त्रियाम्",
"31095","1146","2831","कृत्याः प्राङ् ण्वुलः","कृत्याः प्राङ् ण्वुलः",
"31096","1678","2834","तव्यत्तव्यानीयरः","तव्यत्तव्यानीयरः",
"31097","55","2842","अचो यत्‌","अचः यत्",
"31098","2441","2844","पोरदुपधात्‌","पोः अदुपधात्",
"31099","3347","2847","शकिसहोश्च","शकिसहोः च",
"31100","1268","2848","गदमदचरयमश्चानुपसर्गे","गदमदचरयमः च अनुपसर्गे",
"31101","379","2849","अवद्यपण्यवर्या गर्ह्यपणितव्यानिरोधेषु","अवद्यपण्यवर्याः गर्ह्यपणितव्यानिरोधेषु",
"31102","3099","2850","वह्यं करणम्‌","वह्यम् करणम्",
"31103","360","2851","अर्यः स्वामिवैश्ययोः","अर्यः स्वामिवैश्ययोः",
"31104","796","2852","उपसर्या काल्या प्रजने","उपसर्या काल्या प्रजने",
"31105","62","2853","अजर्यं संगतम्‌","अजर्यम् संगतम्",
"31106","3053","2854","वदः सुपि क्यप् च","वदः सुपि क्यप् च",
"31107","2688","2855","भुवो भावे","भुवः भावे",
"31108","3899","2856","हनस्त च","हनः त च",
"31109","913","2857","एतिस्तुशस्वृदृजुषः क्यप्‌","एतिस्तुशास्वृदृजुषः क्यप्",
"31110","866","2859","ऋदुपधाच्चाकॢपिचृतेः","ऋदुपधात् च अकॢपिचृतेः",
"31111","673","2860","ई च खनः","ई च खनः",
"31112","2698","2861","भृञोऽसंज्ञायाम्","भृञः असंज्ञायाम्",
"31113","2793","2862","मृजेर्विभाषा","मृजेः विभाषा",
"31114","2921","2865","राजसूयसूर्यमृषोद्यरुच्यकुप्यकृष्टपच्याव्यथ्याः","राजसूयसूर्यमृषोद्यरुच्यकुप्यकृष्टपच्याव्यथ्याः",
"31115","2671","2866","भिद्योद्ध्यौ नदे","भिद्योद्ध्यौ नदे",
"31116","2402","2867","पुष्यसिद्ध्यौ नक्षत्रे","पुष्यसिद्ध्यौ नक्षत्रे",
"31117","3176","2868","विपूयविनीयजित्या मुञ्जकल्कहलिषु","विपूयविनीयजित्या मुञ्जकल्कहलिषु",
"31118","2475","2869","प्रत्यपिभ्यां ग्रहेश्छन्दसि","प्रत्यपिभ्याम् ग्रहेः छन्दसि",
"31119","2290","2870","पदास्वैरिबाह्यापक्ष्येषु च","पदास्वैरिबाह्यापक्ष्येषु च",
"31120","3190","2871","विभाषा कृवृषोः","विभाषा कृवृषोः",
"31121","2866","2873","युग्यं च पत्त्रे","युग्यम् च पत्रे",
"31122","327","2874","अमावस्यदन्यतरस्याम्","अमावस्यत् अन्यतरस्याम्",
"31123","1447","3407","छन्दसि निष्टर्क्यदेवहूयप्रणीयोन्नीयोच्छिष्य","छन्दसि निष्टर्क्यदेवहूयप्रणीयोन्नीयोच्छिष्यमर्यस्तर्याध्वर्यखन्यखान्यदेवयज्याऽऽपृच्छ्यप्रतिषीव्यब्रह्मवाद्यभाव्यस्ताव्योपचाय्यपृडानि",
"31124","874","2872","ऋहलोर्ण्यत्‌","ऋहलोः ण्यत्",
"31125","942","2886","ओरावश्यके","ओः आवश्यके",
"31126","587","2887","आसुयुवपिरपिलपित्रपिचमश्च","आसुयुवपिरपिलपित्रपिचमः च",
"31127","538","2888","आनाय्योऽनित्ये","आनाय्यः अनित्ये",
"31128","2459","2889","प्रणाय्योऽसंमतौ","प्रणाय्यः असंमतौ",
"31129","2364","2890","पाय्यसान्नाय्यनिकाय्यधाय्या मानहविर्निवाससामिधेनीषु","पाय्यसान्नाय्यनिकाय्यधाय्याः मानहविर्निवाससामिधेनीषु",
"31130","1200","2891","क्रतौ कुण्डपाय्यसंचाय्यौ","क्रतौ कुण्डपाय्यसंचाय्यौ",
"31131","28","2892","अग्नौ परिचाय्योपचाय्यसमूह्याः","अग्नौ परिचाय्योपचाय्यसमूह्याः",
"31132","1419","2893","चित्याग्निचित्ये च","चित्याग्निचित्ये च",
"31133","1597","2895","ण्वुल्तृचौ","ण्वुल्तृचौ",
"31134","2110","2896","नन्दिग्रहिपचादिभ्यो ल्युणिन्यचः","नन्दिग्रहिपचादिभ्यः ल्युणिन्यचः",
"31135","603","2897","इगुपधज्ञाप्रीकिरः कः","इगुपधज्ञाप्रीकिरः कः",
"31136","499","2898","आतश्चोपसर्गे","आतः च उपसर्गे",
"31137","2346","2899","पाघ्राध्माधेट्दृशः शः","पाघ्राध्माधेट्दृशः शः",
"31138","213","2900","अनुपसर्गाल्लिम्पविन्दधारिपारिवेद्युदेजिचेतिसातिसाहिभ्यश्च","अनुपसर्गात् लिम्पविन्दधारिपारिवेद्युदेजिचेतिसातिसाहिभ्यः च",
"31139","1828","2901","ददातिदधात्योर्विभाषा","ददातिदधात्योः विभाषा",
"31140","1539","2902","ज्वलितिकसन्तेभ्यो णः","ज्वलितिकसन्तेभ्यः णः",
"31141","3444","2903","श्याऽऽद्व्यधास्रुसंस्र्वतीणवसाऽवहृलिहश्लिषश्वसश्च","श्याऽऽद्‍व्यधास्रुसंस्र्वतीणवसाऽवहृलिहश्लिषश्वसः च",
"31142","1890","2904","दुन्योरनुपसर्गे","दुन्योः अनुपसर्गे",
"31143","3193","2905","विभाषा ग्रहेः","विभाषा ग्रहः",
"31144","1306","2906","गेहे कः","गेहे कः",
"31145","3399","2907","शिल्पिनि ष्वुन्","शिल्पिनि ष्वुन्",
"31146","1283","2908","गस्थकन्","गः थकन्",
"31147","1596","2909","ण्युट् च","ण्युट् च",
"31148","3931","2910","हश्च व्रीहिकालयोः","हः च व्रीहिकालयोः",
"31149","2553","2911","प्रुसृल्वः समभिहारे वुन्","प्रुसृल्वः समभिहारे वुन्",
"31150","580","2912","आशिषि च","आशिषि च",
"32001","1018","2913","कर्मण्यण्","कर्मणि अण्",
"32002","3983","2914","ह्वावामश्च","ह्वावामः च",
"32003","508","2915","आतोऽनुपसर्गे कः","आतः अनुपसर्गे कः",
"32004","3761","2916","सुपि स्थः","सुपि स्थः",
"32005","1748","2919","तुन्दशोकयोः परिमृजापनुदोः","तुन्दशोकयोः परिमृजापनुदोः",
"32006","2554","2920","प्रे दाज्ञः","प्रे दाज्ञः",
"32007","3646","2921","समि ख्यः","समि ख्यः",
"32008","1291","2922","गापोष्टक्","गापोः टक्",
"32009","3905","2923","हरतेरनुद्यमनेऽच्","हरतेः अनुद्यमने अच्",
"32010","3061","2924","वयसि च","वयसि च",
"32011","475","2925","आङि ताच्छील्ये","आङि ताच्छील्ये",
"32012","363","2926","अर्हः","अर्हः",
"32013","3803","2927","स्तम्बकर्णयोः रमिजपोः","स्तम्बकर्णयोः रमिजपोः",
"32014","3362","2928","शमि धातोः संज्ञायाम्","शमि धातोः संज्ञायाम्",
"32015","147","2929","अधिकरणे शेतेः","अधिकरणे शेतेः",
"32016","1400","2930","चरेष्टः","चरेः टः",
"32017","2669","2931","भिक्षासेनाऽऽदायेषु च","भिक्षासेनाऽऽदायेषु च",
"32018","2397","2932","पुरोऽग्रतोऽग्रेषु सर्तेः","पुरोऽग्रतोऽग्रेषु सर्त्तेः",
"32019","2431","2933","पूर्वे कर्तरि","पूर्वे कर्तरि",
"32020","1138","2934","कृञो हेतुताच्छील्यानुलोम्येषु","कृञः हेतुताच्छील्यानुलोम्येषु",
"32021","1869","2935","दिवाविभानिशाप्रभाभास्करान्तानन्तादिबहुनान्दीकिम्लिपिलिबिबलिभक्तिकर्तृचित्रक्षेत्रसंख्याजङ्घाबाह्वहर्यत्तत्धनुररुष्षु","दिवा-विभा-निशा-प्रभा-भास्करान्तानन्तादि-बहुनान्दीकिम्-लिपि-लिबि-बलि-भक्ति-कर्तृ-चित्र-क्षेत्र-संख्याजङ्घा-बाह्वहर्यत्-तत्-धनुररुष्षु",
"32022","1014","2936","कर्मणि भृतौ","कर्मणि भृतौ",
"32023","2071","2937","न शब्दश्लोककलहगाथावैरचाटुसूत्रमन्त्रपदेषु","न शब्द-श्लोक-कलह-गाथा-वैर-चाटु-सूत्र-मन्त्र-पदेषु",
"32024","3804","2938","स्तम्बशकृतोरिन्","स्तम्बशकृतोः इन्",
"32025","3906","2939","हरतेर्दृतिनाथयोः पशौ","हरतेः दृतिनाथयोः पशौ",
"32026","2572","2940","फलेग्रहिरात्मम्भरिश्च","फलेग्रहिः आत्मम्भरिः च",
"32027","1453","3408","छन्दसि वनसनरक्षिमथाम्","छन्दसि वनसनरक्षिमथाम्",
"32028","906","2941","एजेः खश्","एजेः खश्",
"32029","2163","2944","नासिकास्तनयोर्ध्माधेटोः","नासिकास्तनयोः ध्माधेटोः",
"32030","2144","2945","नाडीमुष्ट्योश्च","नाडीमुष्ट्योः च",
"32031","737","2946","उदि कूले रुजिवहोः","उदि कूले रुजिवहोः",
"32032","3098","2947","वहाभ्रे लिहः","वहाभ्रे लिहः",
"32033","2317","2948","परिमाणे पचः","परिमाणे पचः",
"32034","2777","2949","मितनखे च","मितनखे च",
"32035","3170","2950","विध्वरुषोः तुदः","विध्वरुषोः तुदः",
"32036","433","2951","असूर्यललाटयोर्दृशितपोः","असूर्यललाटयोः दृशितपोः",
"32037","699","2952","उग्रम्पश्येरम्मदपाणिन्धमाश्च","उग्रम्पश्येरम्मदपाणिन्धमाः च",
"32038","2550","2953","प्रियवशे वदः खच्","प्रियवशे वदः खच्",
"32039","1970","2954","द्विषत्परयोस्तापेः","द्विषत्परयोः तापेः",
"32040","3138","2956","वाचि यमो व्रते","वाचि यमः व्रते",
"32041","2403","2958","पूःसर्वयोर्दारिसहोः","पूःसर्वयोः दारिसहोः",
"32042","3674","2959","सर्वकूलाभ्रकरीषेषु कषः","सर्वकूलाभ्रकरीषेषु कषः",
"32043","2798","2960","मेघर्तिभयेषु कृञः","मेघर्तिभयेषु कृञः",
"32044","1242","2961","क्षेमप्रियमद्रेऽण् च","क्षेमप्रियमद्रे अण् च",
"32045","579","2962","आशिते भुवः करणभावयोः","आशिते भुवः करणभावयोः",
"32046","3537","2963","संज्ञायां भृतॄवृजिधारिसहितपिदमः","संज्ञायाम् भृतॄवृजिधारिसहितपिदमः",
"32047","1273","2964","गमश्च","गमः च",
"32048","250","2965","अन्तात्यन्ताध्वदूरपारसर्वानन्तेषु डः","अन्तात्यन्ताध्वदूरपारसर्वानन्तेषु डः",
"32049","583","2966","आशिषि हनः","आशिषि हनः",
"32050","296","2967","अपे क्लेशतमसोः","अपे क्लेशतमसोः",
"32051","1110","2968","कुमारशीर्षयोर्णिनिः","कुमारशीर्षयोः णिनिः",
"32052","2965","2969","लक्षणे जायापत्योष्टक्","लक्षणे जायापत्योः टक्",
"32053","325","2970","अमनुष्यकर्तृके च","अमनुष्यकर्तृके च",
"32054","3349","2971","शक्तौ हस्तिकपाटयोः","शक्तौ हस्तिकपाटयोः",
"32055","2348","2972","पाणिघताडघौ शिल्पिनि","पाणिघताडघौ शिल्पिनि",
"32056","494","2973","आढ्यसुभगस्थूलपलितनग्नान्धप्रियेषु च्व्य्र्थेष्वच्वौ कृञः करणे ख्युन्","आढ्यसुभगस्थूलपलितनग्नान्धप्रियेषु च्व्यर्थेष्वच्वौ करणे ख्युन्",
"32057","994","2974","कर्तरि भुवः खिष्णुच्खुकञौ","कर्तरि भुवः खिष्णुच्खुकञौ",
"32058","3845","432","स्पृशोऽनुदके क्विन्","स्पृशः अनुदके क्विन्",
"32059","864","373","ऋत्विग्दधृक्स्रग्दिगुष्णिगञ्चुयुजिक्रुञ्चां च","ऋत्विग्दधृक्स्रग्दिगुष्णिगञ्चुयुजिक्रुञ्चाम् च",
"32060","1797","429","त्यदादिषु दृशोऽनालोचने कञ् च","त्यदादिषु दृशः अनालोचने कञ् च",
"32061","3582","2975","सत्सूद्विषद्रुहदुहयुजविदभिदच्छिदजिनीराजामुपसर्गेऽपि क्विप्‌","सत्सूद्विषद्रुहदुहयुजविदभिदच्छिद-जिनीराजाम् उपसर्गे अपि क्विप्",
"32062","2644","2976","भजो ण्विः","भजः ण्विः",
"32063","1456","3409","छन्दसि सहः","छन्दसि सहः",
"32064","3097","3410","वहश्च","वहः च",
"32065","1039","3411","कव्यपुरीषपुरीष्येषु ञ्युट्","कव्यपुरीषपुरीष्येषु ञ्युट्",
"32066","3928","3412","हव्येऽनन्तः पादम्","हव्येः अनन्तःपादम्",
"32067","1482","3413","जनसनखनक्रमगमो विट्","जनसनखनक्रमगमः विट्",
"32068","136","2977","अदोऽनन्ने","अदः अनन्ने",
"32069","1206","2978","क्रव्ये च","क्रव्ये च",
"32070","1893","2979","दुहः कब् घश्च","दुहः कप् घः च",
"32071","2742","3414","मन्त्रे श्वेतवहौक्थशस्पुरोडाशो ण्विन्","मन्त्रे श्वेतवहोक्थशस्पुरोडाशः ण्विन्",
"32072","394","3415","अवे यजः","अवे यजः",
"32073","3159","3417","विजुपे छन्दसि","विच् उपे छन्दसि",
"32074","503","3418","आतो मनिन्क्वनिप्वनिपश्च","आतः मनिन्क्वनिप्वनिपः च",
"32075","264","3980","अन्येभ्योऽपि दृश्यन्ते","अन्येभ्यः अपि दृश्यन्ते",
"32076","1223","2983","क्विप् च","क्विप् च",
"32077","3827","2987","स्थः क च","स्थः क च",
"32078","3765","2988","सुप्यजातौ णिनिस्ताच्छिल्ये","सुपि अजातौ णिनिः ताच्छील्ये",
"32079","996","2989","कर्तर्युपमाने","कर्तरि उपमाने",
"32080","3336","2990","व्रते","व्रते",
"32081","2598","2991","बहुलमाभीक्ष्ण्ये","बहुलम् आभीक्ष्ण्ये",
"32082","2733","2992","मनः","मनः",
"32083","514","2993","आत्ममाने खश्च","आत्ममाने खः च",
"32084","2691","2995","भूते","भूते",
"32085","985","2996","करणे यजः","करणे यजः",
"32086","1015","2997","कर्मणि हनः","कर्मणि हनः",
"32087","2630","2998","ब्रह्मभ्रूणवृत्रेषु क्विप्‌","ब्रह्मभ्रूणवृत्रेषु क्विप्",
"32088","2589","2419","बहुलं छन्दसि","बहुलम् छन्दसि",
"32089","3744","2999","सुकर्मपापमन्त्रपुण्येषु कृञः","सुकर्मपापमन्त्रपुण्येषु कृञः",
"32090","3797","3000","सोमे सुञः","सोमे सुञः",
"32091","27","3001","अग्नौ चेः","अग्नौ चेः",
"32092","1017","3002","कर्मण्यग्न्याख्यायाम्","कर्मणि अग्न्याख्यायाम्",
"32093","1016","3003","कर्मणीनिर्विक्रियः","कर्मणि इनि विक्रियः",
"32094","1904","3004","दृशेः क्वनिप्‌","दृशेः क्वनिप्",
"32095","2916","3005","राजनि युधिकृञः","राजनि युधिकृञः",
"32096","3705","3006","सहे च","सहे च",
"32097","3613","3007","सप्तम्यां जनेर्डः","सप्तम्याम् जनेः डः",
"32098","2265","3008","पञ्चम्यामजातौ","पञ्चम्याम् अजातौ",
"32099","792","3009","उपसर्गे च संज्ञायाम्","उपसर्गे च संज्ञायाम्",
"32100","233","3010","अनौ कर्मणि","अनौ कर्मणि",
"32101","266","3011","अन्येष्वपि दृश्यते","अन्येषु अपि दृश्यते",
"32102","2206","3013","निष्ठा","निष्ठा",
"32103","3768","3091","सुयजोर्ङ्वनिप्‌","सुयजोः ङ्वनिप्",
"32104","1518","3092","जीर्यतेरतृन्","जीर्यतेः अतृन्",
"32105","1451","3093","छन्दसि लिट्","छन्दसि लिट्",
"32106","2990","3094","लिटः कानज्वा","लिटः कानच् वा",
"32107","1220","3095","क्वसुश्च","क्वसुः च",
"32108","2666","3097","भाषायां सदवसश्रुवः","भाषायाम् सदवसश्रुवः",
"32109","806","3098","उपेयिवाननाश्वाननूचानश्च","उपेयिवान् अनाश्वान् अनूचानः च",
"32110","3007","2218","लुङ्","लुङ्",
"32111","173","2205","अनद्यतने लङ्","अनद्यतने लङ्",
"32112","307","2773","अभिज्ञावचने लृट्","अभिज्ञावचने लृट्",
"32113","2055","2774","न यदि","न यदि",
"32114","3232","2775","विभाषा साकाङ्क्षे","विभाषा साकाङ्क्षे",
"32115","2329","2171","परोक्षे लिट्","परोक्षे लिट्",
"32116","3929","2776","हशश्वतोर्लङ् च","हशश्वतोः लङ् च",
"32117","2506","2777","प्रश्ने चासन्नकाले","प्रश्ने च आसन्नकाले",
"32118","2970","2778","लट् स्मे","लट् स्मे",
"32119","282","2779","अपरोक्षे च","अपरोक्षे च",
"32120","2109","2780","ननौ पृष्टप्रतिवचने","ननौ पृष्टप्रतिवचने",
"32121","2112","2781","नन्वोर्विभाषा","नन्वोः विभाषा",
"32122","2392","2782","पुरि लुङ् चास्मे","पुरि लुङ् च अस्मे",
"32123","3078","2151","वर्तमाने लट्","वर्त्तमाने लट्",
"32124","2969","3100","लटः शतृशानचावप्रथमासमानाधिकरणे","लटः शतृशनचा अप्रथमासमानाधिकरणे",
"32125","3667","3102","सम्बोधने च","सम्बोधने च",
"32126","2964","3103","लक्षणहेत्वोः क्रियायाः","लक्षणहेत्वोः क्रियायाः",
"32127","1796","3106","तौ सत्‌","तौ सत्",
"32128","2408","3108","पूङ्यजोः शानन्","पूङ्यजोः शानन्",
"32129","1710","3109","ताच्छील्यवयोवचनशक्तिषु चानश्","ताच्छील्यवयोवचनशक्तिषु चानश्",
"32130","607","3110","इङ्धार्योः शत्रकृच्छ्रिणि","इङ्-धार्य्योः शतृ अकृच्छ्रिणि",
"32131","1972","3111","द्विषोऽमित्रे","द्विषः अमित्रे",
"32132","3750","3112","सुञो यज्ञसंयोगे","सुञः यज्ञसंयोगे",
"32133","364","3113","अर्हः पूजायाम्","अर्हः पूजायाम्",
"32134","468","3114","आक्वेस्तच्छीलतद्धर्मतत्साधुकारिषु","आ क्वे तच्छीलतद्धर्मतत्साधुकारिषु",
"32135","1776","3115","तृन्","तृन्",
"32136","366","3116","अलंकृञ्निराकृञ्प्रजनोत्पचोत्पतोन्मदरुच्यपत्रपवृतुवृधुसहचर इष्णुच्","अलंकृञ्निराकृञ्प्रजनोत्पचोत्पतोन्मदरुच्यपत्रपवृतुवृधुसहचर इष्णुच्",
"32137","1587","3117","णेश्छन्दसि","णेः छन्दसि",
"32138","2685","3118","भुवश्च","भुवः च",
"32139","1353","3119","ग्लाजिस्थश्च क्स्नुः","ग्लाजिस्थः च क्स्नुः",
"32140","1803","3120","त्रसिगृधिधृषिक्षिपेः क्नुः","त्रसिगृधिधृषिक्षिपेः क्नुः",
"32141","3364","3121","शमित्यष्टाभ्यो घिनुण्","शमिति अष्टाभ्यः घिनुण्",
"32142","3556","3122","संपृचानुरुधाङ्यमाङ्यसपरिसृसंसृजपरिदेविसंज्वरपरिक्षिपपरिरटपरिवदपरिदहपरिमुहदुषद्विषद्रुहदुहयुजाक्रीडविविचत्यजरजभजातिचरापचरामुषाभ्याहनश्च","संपृचानुरुधाङ्यमाङ्यसपरिसृसंसृज-परिदेविसंज्वरपरिक्षिपपरिरटपरिवदपरिदहपरिमुह-दुषद्विषद्रुहदुहयुजाक्रीडविविचत्यजरज-भजातिचरापचरामुषाभ्याहनः च",
"32143","3318","3123","वौ कषलसकत्थस्रम्भः","वौ कषलसकत्थस्रम्भः",
"32144","297","3124","अपे च लषः","अपे च लषः",
"32145","2556","3125","प्रे लपसृद्रुमथवदवसः","प्रे लपसृद्रुमथवदवसः",
"32146","2189","3126","निन्दहिंसक्लिशखादविनाशपरिक्षिपपरिरटपरिवादिव्याभाषासूञो वुञ्","निन्दहिंसक्लिशखादविनाशपरिक्षिपपरिरटपरिवादिव्याभाषासूयः वुञ्",
"32147","1918","3127","देविक्रुशोश्चोपसर्गे","देविक्रुशोः च पसर्गे",
"32148","1403","3128","चलनशब्दार्थादकर्मकाद्युच्","चलनशब्दार्थात् अकर्मकात् युच्",
"32149","203","3129","अनुदात्तेतश्च हलादेः","अनुदात्तेतः च हलादेः",
"32150","1522","3130","जुचङ्क्रम्यदन्द्रम्यसृगृधिज्वलशुचलषपतपदः","जुचङ्क्रम्यदन्द्रम्यसृगृधिज्वलशुचलषपतपदः",
"32151","1215","3131","क्रुधमण्डार्थेभ्यश्च","क्रुधमण्डार्थेभ्यः च",
